eventName,screenName,context,category,userId,sessionId,date,operatingSystem
image,home,suggestions,Are & Be,9146,80716592991,30-08-2022,iOS
image,search,popular,Comedy,1332,99722656591,29-08-2022,Android
image,search,top_genres,Dance/Electronic,4616,73166416480,16-08-2022,iOS
home,search,navigation,,4759,46466047755,07-08-2022,Android
home,search,navigation,,8625,58277045038,12-08-2022,Android
download,album,,,2938,82980099255,13-08-2022,Android
settings,home,,,6087,87598955066,18-08-2022,iOS
love,album,album,,8254,90075209056,21-08-2022,Android
image,search,browse_all,Charts,5718,77584818490,20-08-2022,iOS
play,album,song,,4054,13398317097,25-08-2022,iOS
image,home,recently_played,Study beats,1242,38758611728,04-08-2022,Android
image,search,top_genres,Rock,1152,59533969800,16-08-2022,Android
home,album,navigation,,6929,26523360010,30-08-2022,Android
image,home,made_for_you,Chilled Vibes,6028,60790515658,26-08-2022,iOS
toggle,liked_songs,download_all,,9776,72604974439,27-08-2022,iOS
play,liked_songs,shuffle,,9281,59990332928,13-08-2022,Android
search,album,navigation,,5884,98534961989,30-08-2022,iOS
play,liked_songs,shuffle,,4386,92494915175,03-08-2022,iOS
library,search,navigation,,1362,97965748903,22-08-2022,iOS
toggle,liked_songs,download_all,,2203,19605613772,28-08-2022,iOS
play,album,album,,3154,36740170873,30-08-2022,iOS
love,album,album,,5519,110549506384,24-08-2022,Android
image,home,recently_played,Chill as Folk,6390,88697089226,03-08-2022,Android
image,home,recently_played,Chill as Folk,3222,102937960666,26-08-2022,Android
settings,home,,,3757,25043407268,06-08-2022,Android
image,search,popular,Comedy,1753,30193050691,09-08-2022,Android
back,album,navigation,,7162,88546024980,18-08-2022,iOS
image,home,suggestions,Dance & EDM,6630,71614307154,06-08-2022,iOS
image,home,suggestions,Electronic,7223,80788553864,19-08-2022,iOS
image,home,recently_played,Chill as Folk,7882,30281180155,22-08-2022,Android
search,liked_songs,navigation,,9859,16083218464,30-08-2022,iOS
image,home,recently_played,Chill as Folk,6611,107800299413,07-08-2022,iOS
image,home,made_for_you,Chilled Hits,7869,91344039661,06-08-2022,iOS
image,search,popular,Comedy,9450,65198352451,25-08-2022,iOS
back,album,navigation,,9947,46420300873,15-08-2022,iOS
library,search,navigation,,3479,103355410075,26-08-2022,iOS
image,search,popular,YouTubers,5577,19942180181,23-08-2022,Android
image,home,made_for_you,Chilled Hits,4188,16761093701,07-08-2022,Android
library,search,navigation,,9325,27695933479,11-08-2022,iOS
search,search,navigation,,2301,32387933621,01-08-2022,iOS
search,liked_songs,navigation,,5331,18285831573,03-08-2022,iOS
image,home,suggestions,Electronic,8083,85498847815,18-08-2022,Android
add,liked_songs,add_songs,,4288,51860074076,28-08-2022,Android
play,album,album,,9694,97400606308,04-08-2022,Android
image,search,top_genres,Rock,3563,54815245247,06-08-2022,iOS
image,home,recently_played,Chilled Hits,9428,15016751733,13-08-2022,Android
image,home,suggestions,Indie,6118,60086617944,06-08-2022,iOS
love,album,album,,3792,62157828344,03-08-2022,Android
search,album,navigation,,2225,65028526158,10-08-2022,Android
image,search,popular,YouTubers,9339,45612737525,15-08-2022,Android
home,search,navigation,,4775,91515675003,20-08-2022,Android
library,liked_songs,navigation,,5223,12541910841,13-08-2022,iOS
search,home,navigation,,8970,72430393451,23-08-2022,iOS
unlove,liked_songs,,,4618,75376431708,12-08-2022,Android
settings,home,,,1136,54513997944,11-08-2022,iOS
search,search,navigation,,1750,27723946645,19-08-2022,iOS
home,liked_songs,navigation,,8813,32692673932,19-08-2022,Android
home,liked_songs,navigation,,2672,30585608102,12-08-2022,iOS
image,search,top_genres,Dance/Electronic,7162,88599299295,08-08-2022,iOS
search,search,bar,,5980,76652469478,10-08-2022,iOS
add,liked_songs,add_songs,,5618,28790390742,10-08-2022,iOS
search,search,bar,,6454,69307125438,22-08-2022,iOS
search,search,navigation,,6968,55713364127,19-08-2022,Android
image,home,suggestions,Chilled Hits,4126,53277424688,09-08-2022,iOS
play,liked_songs,shuffle,,7680,17903365876,28-08-2022,Android
image,search,popular,Comedy,9171,44347171243,10-08-2022,iOS
image,home,suggestions,Electronic,4138,74145537246,17-08-2022,iOS
image,home,recently_played,Study beats,9256,95626640309,02-08-2022,iOS
library,home,navigation,,4658,92813805561,31-08-2022,Android
image,search,popular,Comedy,8589,70836422355,15-08-2022,Android
play,liked_songs,shuffle,,4302,96885012957,21-08-2022,Android
search,liked_songs,navigation,,4531,44506594200,10-08-2022,Android
search,home,navigation,,4351,85229337841,21-08-2022,iOS
home,search,navigation,,9021,73640497822,09-08-2022,iOS
library,search,navigation,,6612,101109487052,20-08-2022,iOS
image,search,browse_all,Charts,5097,47353509138,15-08-2022,Android
love,album,album,,4973,30101340833,15-08-2022,Android
play,album,album,,2851,40355848825,24-08-2022,iOS
library,home,navigation,,8893,88761166761,25-08-2022,Android
search,search,bar,,5841,47395278979,06-08-2022,iOS
search,search,bar,,4531,77636082052,01-08-2022,Android
library,album,navigation,,2686,91561986368,25-08-2022,Android
more,liked_songs,,,8081,45768715319,28-08-2022,iOS
search,search,navigation,,4733,92577519044,27-08-2022,Android
image,search,top_genres,Dance/Electronic,2651,60530058308,20-08-2022,Android
image,search,browse_all,Podcasts,2458,30436128572,24-08-2022,iOS
image,home,recently_played,Chilled Hits,9819,82480416321,07-08-2022,iOS
home,search,navigation,,5271,56309372415,28-08-2022,Android
play,album,album,,9779,48194845845,15-08-2022,Android
image,search,popular,Comedy,7561,23610984429,15-08-2022,iOS
image,search,browse_all,Study Jams,1093,21812967534,06-08-2022,Android
image,home,suggestions,Electronic,2254,83621698401,04-08-2022,Android
image,home,suggestions,Electronic,8606,27961615700,15-08-2022,Android
home,home,navigation,,1005,41658940749,29-08-2022,Android
home,search,navigation,,1040,108305847314,18-08-2022,iOS
image,search,top_genres,Rock,5453,85881756786,24-08-2022,iOS
search,search,navigation,,4981,35919832829,12-08-2022,iOS
search,search,navigation,,8427,62421859355,30-08-2022,Android
home,search,navigation,,3868,57083660506,05-08-2022,Android
image,home,suggestions,Dance & EDM,7690,68582010084,22-08-2022,Android
image,home,suggestions,Electronic,3884,84469234650,24-08-2022,Android
settings,home,,,5430,104793544886,25-08-2022,iOS
image,home,recently_played,Chilled Hits,4406,66730411736,14-08-2022,Android
play,album,song,,1379,59120722996,01-08-2022,iOS
more,album,,,9607,14622055449,15-08-2022,Android
search,search,bar,,6675,96957714249,22-08-2022,Android
image,search,popular,YouTubers,1098,97009497277,08-08-2022,iOS
more,album,,,3387,60959038602,18-08-2022,iOS
image,home,recently_played,Chill as Folk,7574,98564359372,20-08-2022,Android
toggle,liked_songs,download_all,,4821,71953254137,06-08-2022,iOS
home,liked_songs,navigation,,1338,20348840097,10-08-2022,Android
image,home,recently_played,Chill as Folk,4873,94760504043,05-08-2022,Android
home,album,navigation,,6016,74988257195,30-08-2022,iOS
image,home,made_for_you,Chilled Hits,3073,34151012594,11-08-2022,iOS
image,home,recently_played,Study beats,5824,40612084771,14-08-2022,iOS
more,album,,,4892,20069217154,04-08-2022,iOS
home,album,navigation,,7420,54113783894,06-08-2022,iOS
more,liked_songs,,,3764,38177955122,10-08-2022,Android
image,home,recently_played,Study beats,9382,39453788342,20-08-2022,Android
toggle,liked_songs,download_all,,6941,40674057560,29-08-2022,Android
play,album,song,,8348,94171475377,13-08-2022,Android
search,home,navigation,,8814,66561271449,27-08-2022,iOS
search,search,navigation,,8574,58011506929,23-08-2022,iOS
home,search,navigation,,8666,99243277321,22-08-2022,iOS
image,home,suggestions,Chilled Hits,8912,80754195072,05-08-2022,iOS
search,home,navigation,,2906,78565937173,04-08-2022,Android
image,search,popular,YouTubers,6025,28694574782,31-08-2022,iOS
library,home,navigation,,2672,21894310980,12-08-2022,Android
back,album,navigation,,4925,14931950661,18-08-2022,Android
image,search,popular,Comedy,4966,50601538609,20-08-2022,iOS
